-9.470699999999999806e-22,-1.546699999999999947e-05,4.209199999999999747e-04,2.531300000000000108e-04,-5.380599999999999950e-05,-9.887100000000000205e-21,1.521200000000000008e-36,2.484299999999999922e-20,1.329800000000000000e+06,1.128000000000000000e+06,5.624700000000000000e+05,-1.235899999999999934e-11,1.901499999999999825e-27,3.105299999999999865e-11,1.620000000000000051e-01,0.000000000000000000e+00,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-6.192599999999999974e-22,1.011299999999999957e-05,4.124399999999999746e-04,-2.281700000000000058e-04,2.053500000000000041e-04,9.094100000000000421e-21,8.870999999999999091e-22,1.448700000000000038e-05,-9.018300000000000000e+05,-7.161800000000000000e+05,1.819800000000000000e+05,1.136799999999999922e-11,1.108900000000000051e-12,1.810900000000000000e+04,1.620000000000000051e-01,1.000000000000000056e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-7.863699999999999662e-22,1.284200000000000004e-05,3.833400000000000262e-04,-1.983300000000000069e-04,5.119299999999999589e-04,9.214100000000000493e-21,1.275999999999999960e-20,2.083900000000000021e-04,4.433600000000000364e+03,1.836700000000000000e+04,1.359600000000000000e+05,8.531599999999999715e-13,1.181499999999999964e-12,1.929500000000000000e+04,1.620000000000000051e-01,1.499999999999999944e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-8.687500000000000643e-22,1.418800000000000036e-05,3.605200000000000245e-04,-1.706599999999999957e-04,4.070799999999999853e-04,8.283600000000000658e-21,1.251299999999999976e-20,2.043500000000000069e-04,-2.781300000000000182e+03,9.744799999999999272e+03,1.042100000000000000e+05,7.669999999999999630e-13,1.158599999999999930e-12,1.892100000000000000e+04,1.620000000000000051e-01,2.000000000000000111e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.078800000000000582e-22,1.482700000000000051e-05,3.420900000000000264e-04,-1.503499999999999954e-04,3.344800000000000095e-04,7.082799999999999891e-21,1.157500000000000058e-20,1.890299999999999977e-04,-8.047600000000000364e+03,2.662699999999999818e+03,8.173400000000000000e+04,6.558200000000000268e-13,1.071699999999999967e-12,1.750300000000000000e+04,1.620000000000000051e-01,2.500000000000000000e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.356999999999999757e-22,1.528100000000000159e-05,3.267100000000000212e-04,-1.378600000000000116e-04,2.843100000000000206e-04,6.044700000000000017e-21,1.020200000000000020e-20,1.666200000000000005e-04,-1.300800000000000000e+04,-3.867199999999999818e+03,6.517100000000000000e+04,5.596900000000000113e-13,9.446700000000000531e-13,1.542800000000000000e+04,1.620000000000000051e-01,2.999999999999999889e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.773999999999999818e-22,1.596200000000000066e-05,3.133699999999999897e-04,-1.341600000000000030e-04,2.522299999999999889e-04,5.428599999999999769e-21,8.518400000000000473e-21,1.391200000000000097e-04,-1.874300000000000000e+04,-1.053400000000000000e+04,5.281000000000000000e+04,5.026499999999999837e-13,7.887400000000000299e-13,1.288100000000000000e+04,1.620000000000000051e-01,3.499999999999999778e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.346699999999999481e-22,1.526400000000000158e-05,3.001400000000000096e-04,-1.203900000000000044e-04,2.458000000000000115e-04,4.331699999999999935e-21,9.174099999999999466e-21,1.498199999999999987e-04,-1.085500000000000000e+04,-5.615199999999999818e+03,4.339600000000000000e+04,3.208700000000000252e-13,6.795599999999999842e-13,1.109800000000000000e+04,1.620000000000000051e-01,4.000000000000000222e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.125599999999999406e-22,1.490299999999999945e-05,2.886200000000000115e-04,-1.118900000000000011e-04,2.165699999999999949e-04,3.539399999999999819e-21,7.750700000000000409e-21,1.265799999999999976e-04,-1.282800000000000000e+04,-8.546500000000000000e+03,3.583200000000000000e+04,2.621799999999999996e-13,5.741299999999999982e-13,9.376200000000000728e+03,1.620000000000000051e-01,4.500000000000000111e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.187500000000000314e-22,1.500400000000000068e-05,2.783300000000000270e-04,-1.086799999999999962e-04,1.964299999999999879e-04,3.042699999999999980e-21,6.332599999999999807e-21,1.034199999999999958e-04,-1.542300000000000000e+04,-1.174200000000000000e+04,2.977900000000000000e+04,2.253799999999999949e-13,4.690799999999999561e-13,7.660699999999999818e+03,1.620000000000000051e-01,5.000000000000000000e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.619900000000000221e-22,1.571000000000000036e-05,2.688200000000000181e-04,-1.113900000000000025e-04,1.855700000000000004e-04,2.859600000000000053e-21,4.832700000000000046e-21,7.892400000000000533e-05,-1.889500000000000000e+04,-1.543600000000000000e+04,2.509900000000000000e+04,2.118200000000000001e-13,3.579800000000000054e-13,5.846199999999999818e+03,1.620000000000000051e-01,5.500000000000000444e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-1.053799999999999927e-21,1.720900000000000074e-05,2.596000000000000217e-04,-1.214100000000000048e-04,1.853299999999999891e-04,3.054399999999999968e-21,3.119899999999999976e-21,5.095299999999999818e-05,-2.361100000000000000e+04,-1.991600000000000000e+04,2.183200000000000000e+04,2.262499999999999952e-13,2.311100000000000118e-13,3.774300000000000182e+03,1.620000000000000051e-01,5.999999999999999778e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-9.486300000000000041e-22,1.549200000000000007e-05,2.460100000000000112e-04,-1.073600000000000021e-04,2.569800000000000231e-04,2.454900000000000018e-21,6.693299999999999690e-21,1.093099999999999953e-04,-2.054900000000000091e+03,-8.669900000000000091e+02,1.953600000000000000e+04,7.273900000000000439e-14,1.983200000000000072e-13,3.238800000000000182e+03,1.620000000000000051e-01,6.500000000000000222e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-8.576999999999999291e-22,1.400699999999999989e-05,2.338200000000000077e-04,-9.560500000000000367e-05,2.311699999999999974e-04,1.990799999999999985e-21,5.774900000000000245e-21,9.431099999999999878e-05,-1.779200000000000045e+03,-8.158099999999999454e+02,1.758500000000000000e+04,5.898699999999999392e-14,1.711099999999999898e-13,2.794400000000000091e+03,1.620000000000000051e-01,6.999999999999999556e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-7.787500000000000105e-22,1.271799999999999919e-05,2.228300000000000061e-04,-8.566700000000000497e-05,2.090399999999999908e-04,1.628399999999999994e-21,5.009400000000000321e-21,8.180900000000000227e-05,-1.550500000000000000e+03,-7.625399999999999636e+02,1.591400000000000000e+04,4.824800000000000303e-14,1.484300000000000047e-13,2.424000000000000000e+03,1.620000000000000051e-01,7.500000000000000000e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-7.098999999999999788e-22,1.159399999999999945e-05,2.128700000000000134e-04,-7.719400000000000664e-05,1.899299999999999925e-04,1.342799999999999974e-21,4.368299999999999994e-21,7.134000000000000476e-05,-1.359000000000000000e+03,-7.092799999999999727e+02,1.447100000000000000e+04,3.978699999999999748e-14,1.294300000000000099e-13,2.113800000000000182e+03,1.620000000000000051e-01,8.000000000000000444e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-6.496100000000000375e-22,1.060899999999999956e-05,2.037999999999999935e-04,-6.991300000000000639e-05,1.733200000000000008e-04,1.115899999999999908e-21,3.828899999999999710e-21,6.252999999999999932e-05,-1.197400000000000091e+03,-6.573700000000000045e+02,1.321700000000000000e+04,3.306399999999999927e-14,1.134499999999999987e-13,1.852700000000000045e+03,1.620000000000000051e-01,8.499999999999999778e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
-5.965800000000000102e-22,9.742899999999999502e-06,1.955000000000000086e-04,-6.360999999999999576e-05,1.587899999999999891e-04,9.341899999999999554e-22,3.372500000000000164e-21,5.507700000000000139e-05,-1.059700000000000045e+03,-6.076200000000000045e+02,1.211900000000000000e+04,2.767999999999999855e-14,9.992599999999999750e-14,1.631900000000000091e+03,1.620000000000000051e-01,9.000000000000000222e-01,3.250000000000000000e+09,1.000000000000000056e-01,2.500000000000000000e+08,2.500000000000000000e-01,2.000000000000000000e+08,2.500000000000000000e-01
